#1
#Bezugskoordinaten: 50,7931° N	6,0546° O
#
#Koordinatensystem : Lambert konform konisch	
#Rechtswert        : 3732500 Meter	
#Hochwert          : 2677500 Meter	
#Hoehenlage        : 165 Meter ueber NN	
#Erstellung des Datensatzes im Mai 2016	
#
#Art des TRY       : mittleres Jahr	
#Bezugszeitraum    : 1995-2012	
#Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012	
#	
#Format:(i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)	
#	
#Reihenfolge der Parameter:	
#2 RW Rechtswert                                                    [m]       {3670500;3671500..4389500}"	
#3 HW Hochwert                                                      [m]       {2242500;2243500..3179500}"	
#4 MM Monat                                                                   {1..12}	
#5 DD Tag                                                                     {1..28,30,31}	
#6 HH Stunde (MEZ)                                                            {1..24}	
#7 t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]	
#8 p  Luftdruck in Standorthoehe                                    [hPa]	
#9 WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}"	
#10 WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]	
#11 N  Bedeckungsgrad                                                [Achtel]  {0..8;9}"	
#12 x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]	
#13 RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}	
#14 B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv	
#15 D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv	
#16 A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv	
#17 E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ	
#18 IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}"	
#	
#	
#     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL	
#***
double wetter (8761, 18) 	
29606400	3732500 2677500 12  9 17   4.0 1003 190  4.7 8  4.7  92    0    1 309 -310  1
29610000	3732500 2677500 12  9 18   3.6 1002 190  4.5 7  4.7  93    0    0 307 -309  1
29613600	3732500 2677500 12  9 19   3.6 1003 190  4.4 8  4.6  93    0    0 307 -309  1
29617200	3732500 2677500 12  9 20   3.7 1003 190  3.7 8  4.6  92    0    0 312 -310  1
29620800	3732500 2677500 12  9 21   3.6 1003 191  3.0 8  4.5  91    0    0 315 -310  1
29624400	3732500 2677500 12  9 22   3.4 1003 191  2.8 8  4.5  92    0    0 318 -312  1
29628000	3732500 2677500 12  9 23   3.5 1003 199  3.6 8  4.5  92    0    0 320 -313  1
29631600	3732500 2677500 12  9 24   3.6 1003 219  2.8 8  4.4  90    0    0 322 -314  1
29635200	3732500 2677500 12 10  1   3.1 1003 200  3.6 8  4.3  89    0    0 321 -315  1
29638800	3732500 2677500 12 10  2   3.0 1002 190  3.0 8  4.3  90    0    0 321 -315  1
29642400	3732500 2677500 12 10  3   2.7 1002 180  3.0 8  4.3  91    0    0 320 -316  1
29646000	3732500 2677500 12 10  4   2.7 1002 190  2.9 8  4.3  92    0    0 321 -316  1
29649600	3732500 2677500 12 10  5   2.6 1001 210  2.6 8  4.3  93    0    0 321 -316  1
29653200	3732500 2677500 12 10  6   2.5 1001 200  2.6 8  4.4  95    0    0 322 -316  1
29656800	3732500 2677500 12 10  7   2.5 1001 200  2.6 8  4.5  98    0    0 323 -317  1
29660400	3732500 2677500 12 10  8   2.5 1001 210  2.5 8  4.5  98    0    0 324 -317  1
29664000	3732500 2677500 12 10  9   2.5 1001 200  2.4 8  4.6  99    0    3 325 -317  1
29667600	3732500 2677500 12 10 10   2.8 1001 210  2.4 8  4.6 100    0   35 327 -317  1
29671200	3732500 2677500 12 10 11   3.3 1001 238  1.6 7  4.8 100    0   40 324 -320  1
29674800	3732500 2677500 12 10 12   3.3 1001 221  2.2 7  4.8  99    0   55 321 -324  1
29678400	3732500 2677500 12 10 13   3.4 1001 200  2.1 7  4.8  99    0   58 320 -325  1
29682000	3732500 2677500 12 10 14   3.7 1001 229  2.2 7  4.9  98    0   45 321 -325  1
29685600	3732500 2677500 12 10 15   3.9 1001 189  1.7 8  4.9  97    0   33 327 -326  1
29689200	3732500 2677500 12 10 16   4.0 1000 210  1.8 7  4.9  96    0   17 327 -328  1
29692800	3732500 2677500 12 10 17   3.8 1000 139  2.6 6  4.9  96    0    2 317 -329  1
29696400	3732500 2677500 12 10 18   3.7  999 101  2.1 5  4.9  98    0    0 306 -330  1
29700000	3732500 2677500 12 10 19   2.9  999  90  2.2 6  4.8  98    0    0 304 -330  1
29703600	3732500 2677500 12 10 20   2.0  998 159  3.6 4  4.5  99    0    0 294 -331  1
29707200	3732500 2677500 12 10 21   1.3  998 170  2.1 4  4.3  99    0    0 279 -332  1
29710800	3732500 2677500 12 10 22   2.0  997 159  2.0 7  4.3  99    0    0 295 -332  1
29714400	3732500 2677500 12 10 23   3.3  998 180  2.8 8  4.6  99    0    0 322 -333  1
29718000	3732500 2677500 12 10 24   3.6  997 170  3.1 8  4.8  98    0    0 329 -334  1
29721600	3732500 2677500 12 11  1   3.8  996 149  2.4 7  4.8  95    0    0 323 -334  1
29725200	3732500 2677500 12 11  2   3.1  996 179  4.4 5  4.7  94    0    0 299 -333  1
29728800	3732500 2677500 12 11  3   3.3  995 159  3.0 7  4.6  94    0    0 298 -332  1
29732400	3732500 2677500 12 11  4   3.7  995 178  3.6 6  4.6  93    0    0 307 -331  1
29736000	3732500 2677500 12 11  5   3.3  995  61  2.2 7  4.6  93    0    0 308 -331  1
29739600	3732500 2677500 12 11  6   2.1  995 108  2.4 7  4.5  95    0    0 313 -331  1
29743200	3732500 2677500 12 11  7   2.0  994 117  2.3 7  4.3  96    0    0 311 -331  1
29746800	3732500 2677500 12 11  8   2.5  995 128  2.2 8  4.4  96    0    0 318 -331  1
29750400	3732500 2677500 12 11  9   2.5  995 111  2.1 8  4.5  98    0    3 325 -334  1
29754000	3732500 2677500 12 11 10   4.0  996 208  3.5 8  4.8  99    2   40 328 -338  1
29757600	3732500 2677500 12 11 11   4.2  996 208  3.4 7  5.1  99    0   45 324 -339  1
29761200	3732500 2677500 12 11 12   4.2  996 219  3.3 7  5.1  99    0   60 317 -340  1
29764800	3732500 2677500 12 11 13   4.4  997 220  3.1 8  5.2 100    0   36 324 -339  1
29768400	3732500 2677500 12 11 14   4.7  996 230  3.0 8  5.3 100    0   28 331 -338  1
29772000	3732500 2677500 12 11 15   5.3  997 230  3.1 7  5.5 100    0   24 325 -337  1
29775600	3732500 2677500 12 11 16   6.0  997 240  3.2 8  5.8 100    0   15 326 -336  1
29779200	3732500 2677500 12 11 17   6.4  998 240  4.1 7  6.0  99    0    1 327 -335  1
29782800	3732500 2677500 12 11 18   6.3  998 250  4.0 7  5.9  98    0    0 318 -334  1
29786400	3732500 2677500 12 11 19   6.3  999 230  4.0 8  5.9  97    0    0 325 -334  1
29790000	3732500 2677500 12 11 20   6.2  999 230  4.2 7  5.8  97    0    0 324 -333  1
29793600	3732500 2677500 12 11 21   6.0 1000 210  3.4 7  5.7  96    0    0 316 -333  1
29797200	3732500 2677500 12 11 22   6.0 1000 220  4.2 8  5.5  94    0    0 323 -332  1
29800800	3732500 2677500 12 11 23   6.2 1001 220  2.7 7  5.5  93    0    0 323 -331  1
29804400	3732500 2677500 12 11 24   5.9 1001 220  3.9 6  5.5  92    0    0 312 -332  1
29808000	3732500 2677500 12 12  1   5.6 1001 221  4.1 8  5.4  93    0    0 317 -332  1
29811600	3732500 2677500 12 12  2   5.8 1001 220  4.2 7  5.5  95    0    0 323 -332  1
29815200	3732500 2677500 12 12  3   6.1 1001 210  4.2 7  5.6  96    0    0 318 -332  1
29818800	3732500 2677500 12 12  4   6.0 1001 200  4.4 8  5.6  94    0    0 325 -331  1
29822400	3732500 2677500 12 12  5   6.1 1001 210  6.0 8  5.4  91    0    0 331 -331  1
29826000	3732500 2677500 12 12  6   6.3 1001 210  5.3 8  5.4  90    0    0 331 -333  1
29829600	3732500 2677500 12 12  7   6.5 1000 200  5.4 8  5.5  90    0    0 333 -336  1
29833200	3732500 2677500 12 12  8   7.0 1000 200  6.9 7  5.4  87    0    0 330 -338  1
29836800	3732500 2677500 12 12  9   7.0 1000 200  7.7 8  5.4  85    0    1 331 -340  1
29840400	3732500 2677500 12 12 10   7.9  999 210  7.8 8  5.5  84    0    7 340 -342  1
29844000	3732500 2677500 12 12 11   7.6  999 200  7.8 7  5.7  86    0   44 336 -344  1
29847600	3732500 2677500 12 12 12   7.7  998 200  7.7 7  5.9  90    0   45 332 -345  1
29851200	3732500 2677500 12 12 13   7.5  998 210  7.2 7  6.2  93    0   42 333 -346  1
29854800	3732500 2677500 12 12 14   8.0  998 210  7.1 8  6.4  97    0   54 341 -347  1
29858400	3732500 2677500 12 12 15   8.3  997 220  7.1 8  6.7  97    0   39 350 -349  1
29862000	3732500 2677500 12 12 16   8.6  997 210  5.6 8  6.8  98    0   20 351 -351  1
29865600	3732500 2677500 12 12 17   8.7  997 211  5.6 8  7.0  99    0    2 353 -353  1
29869200	3732500 2677500 12 12 18   9.3  997 210  5.6 8  7.3 100    0    0 355 -356  1
29872800	3732500 2677500 12 12 19   9.9  997 210  5.5 8  7.6 100    0    0 357 -357  1
29876400	3732500 2677500 12 12 20  10.7  997 220  6.3 8  7.9  99    0    0 361 -359  1
29880000	3732500 2677500 12 12 21  11.6  996 211  7.1 8  8.3  98    0    0 364 -360  1
29883600	3732500 2677500 12 12 22  11.9  996 210  7.8 8  8.6  98    0    0 367 -360  1
29887200	3732500 2677500 12 12 23  12.5  995 220  7.9 8  8.7  96    0    0 368 -361  1
29890800	3732500 2677500 12 12 24  12.6  995 220  7.4 7  8.9  96    0    0 360 -363  1
29894400	3732500 2677500 12 13  1  12.8  994 220  8.8 8  9.1  97    0    0 362 -365  1
29898000	3732500 2677500 12 13  2  13.0  993 231 10.1 7  9.2  97    0    0 363 -366  1
29901600	3732500 2677500 12 13  3  13.1  994 250 12.7 5  8.2  86    0    0 341 -364  1
29905200	3732500 2677500 12 13  4  12.1  994 250 12.4 7  7.0  76    0    0 339 -362  1
29908800	3732500 2677500 12 13  5  11.1  996 272 11.4 3  6.4  73    0    0 321 -360  1
29912400	3732500 2677500 12 13  6  10.1  997 270 10.8 4  5.8  72    0    0 297 -358  1
29916000	3732500 2677500 12 13  7   9.6  999 263 10.0 6  5.6  73    0    0 313 -357  1
29919600	3732500 2677500 12 13  8   9.2 1000 250  8.7 7  5.5  74    0    0 327 -355  1
29923200	3732500 2677500 12 13  9   9.0 1001 260  8.4 7  5.4  74    0    5 331 -353  1
29926800	3732500 2677500 12 13 10   8.6 1003 251  9.0 6  5.2  74    7   47 322 -351  1
29930400	3732500 2677500 12 13 11   8.3 1004 250 10.4 5  5.1  73   24   93 307 -348  1
29934000	3732500 2677500 12 13 12   8.3 1005 260  9.7 7  5.0  72    6   96 309 -347  1
29937600	3732500 2677500 12 13 13   8.5 1006 260  8.2 7  4.9  70    6  104 316 -346  1
29941200	3732500 2677500 12 13 14   8.9 1007 250  8.1 6  4.8  69   15  105 308 -346  1
29944800	3732500 2677500 12 13 15   9.0 1008 260  8.0 5  4.8  67   17   76 294 -346  1
29948400	3732500 2677500 12 13 16   8.6 1009 260  7.0 6  4.8  68   17   38 285 -344  1
29952000	3732500 2677500 12 13 17   8.3 1010 250  6.6 7  4.9  72    0    6 289 -339  1
29955600	3732500 2677500 12 13 18   8.2 1011 250  5.5 7  5.0  74    0    0 291 -336  1
29959200	3732500 2677500 12 13 19   8.3 1011 250  5.3 8  5.2  76    0    0 297 -335  1
29962800	3732500 2677500 12 13 20   8.2 1012 230  5.2 8  5.3  79    0    0 303 -334  1
29966400	3732500 2677500 12 13 21   7.9 1012 230  4.4 7  5.5  82    0    0 299 -333  1
29970000	3732500 2677500 12 13 22   8.1 1012 211  3.7 7  5.6  84    0    0 296 -333  1
29973600	3732500 2677500 12 13 23   7.8 1012 230  5.1 7  5.7  86    0    0 300 -332  1
29977200	3732500 2677500 12 13 24   8.0 1012 230  4.4 6  5.7  86    0    0 297 -333  1
29980800	3732500 2677500 12 14  1   8.0 1012 220  4.2 6  5.7  86    0    0 292 -333  1
29984400	3732500 2677500 12 14  2   8.0 1011 220  5.1 6  5.7  85    0    0 292 -334  1
29988000	3732500 2677500 12 14  3   8.3 1010 210  4.6 8  5.6  83    0    0 310 -335  1
29991600	3732500 2677500 12 14  4   8.6 1010 220  5.5 8  5.3  77    0    0 330 -337  1
29995200	3732500 2677500 12 14  5   8.8 1009 220  5.5 8  5.1  72    0    0 332 -339  1
29998800	3732500 2677500 12 14  6   8.9 1009 230  7.2 8  5.0  71    0    0 335 -342  1
30002400	3732500 2677500 12 14  7   8.3 1008 220  8.1 8  5.2  75    0    0 337 -345  1
30006000	3732500 2677500 12 14  8   7.6 1008 230  6.6 8  5.9  88    0    0 337 -346  1
30009600	3732500 2677500 12 14  9   8.2 1008 230  6.5 8  6.4  96    0    2 339 -346  1
30013200	3732500 2677500 12 14 10   8.5 1008 230  7.8 8  6.6  96    0   32 342 -347  1
30016800	3732500 2677500 12 14 11   8.8 1009 220  7.1 8  6.8  97    0   22 343 -349  1
30020400	3732500 2677500 12 14 12   8.9 1009 220  6.4 8  7.1  99    0   29 345 -351  1
30024000	3732500 2677500 12 14 13   9.6 1009 230  5.7 7  7.3 100    0   39 340 -353  1
30027600	3732500 2677500 12 14 14  10.1 1009 230  5.6 7  7.6 100    0   41 336 -355  1
30031200	3732500 2677500 12 14 15  10.3 1009 230  6.2 7  7.8  99    0   46 338 -355  1
30034800	3732500 2677500 12 14 16  10.5 1009 230  6.2 8  7.8  98    0   19 346 -355  1
30038400	3732500 2677500 12 14 17  10.3 1009 220  5.4 8  7.7  97    0    1 354 -355  1
30042000	3732500 2677500 12 14 18  10.5 1008 220  6.1 8  7.6  96    0    0 353 -355  1
30045600	3732500 2677500 12 14 19  10.8 1008 220  6.1 8  7.5  93    0    0 355 -356  1
30049200	3732500 2677500 12 14 20  11.0 1008 220  5.3 7  7.4  91    0    0 348 -356  1
30052800	3732500 2677500 12 14 21  11.0 1009 230  6.0 7  7.4  90    0    0 341 -356  1
30056400	3732500 2677500 12 14 22  11.0 1009 221  5.4 7  7.4  90    0    0 342 -356  1
30060000	3732500 2677500 12 14 23  10.9 1009 221  6.0 7  7.4  90    0    0 343 -355  1
30063600	3732500 2677500 12 14 24  10.9 1009 220  6.7 6  7.5  91    0    0 338 -355  1
30067200	3732500 2677500 12 15  1  11.0 1009 221  5.2 7  7.5  91    0    0 339 -354  1
30070800	3732500 2677500 12 15  2  10.9 1009 220  5.8 7  7.3  89    0    0 344 -353  1
30074400	3732500 2677500 12 15  3  10.9 1009 230  5.9 8  7.1  87    0    0 349 -350  1
30078000	3732500 2677500 12 15  4  10.7 1009 220  5.3 7  7.1  88    0    0 348 -348  1
30081600	3732500 2677500 12 15  5  10.5 1009 220  5.3 8  7.1  89    0    0 348 -345  1
30085200	3732500 2677500 12 15  6  10.3 1009 230  5.9 8  7.1  90    0    0 351 -343  1
30088800	3732500 2677500 12 15  7  10.2 1008 235  4.6 7  7.0  90    0    0 344 -342  1
30092400	3732500 2677500 12 15  8  10.0 1008 227  4.0 7  6.9  90    0    0 337 -343  1
30096000	3732500 2677500 12 15  9   9.8 1008 201  4.7 7  6.9  90    0    0 334 -343  1
30099600	3732500 2677500 12 15 10  10.5 1008 230  4.0 7  6.8  88    0   16 333 -344  1
30103200	3732500 2677500 12 15 11  10.9 1008 220  4.6 6  6.8  85    5   66 326 -346  1
30106800	3732500 2677500 12 15 12  11.4 1008 210  4.6 7  6.8  82   15   99 325 -350  1
30110400	3732500 2677500 12 15 13  12.3 1008 201  4.6 6  6.9  80   17  109 325 -354  1
30114000	3732500 2677500 12 15 14  13.6 1007 250  3.9 4  7.2  77   87   99 314 -357  1
30117600	3732500 2677500 12 15 15  13.8 1006 220  4.6 3  7.4  75   75   70 301 -358  1
30121200	3732500 2677500 12 15 16  12.3 1006 221  4.0 6  7.2  76   18   32 309 -356  1
30124800	3732500 2677500 12 15 17  10.1 1006 250  6.1 7  6.9  82    0    2 323 -352  1
30128400	3732500 2677500 12 15 18   9.2 1006 210  4.8 6  6.6  87    0    0 318 -349  1
30132000	3732500 2677500 12 15 19   9.2 1006 210  4.8 7  6.4  88    0    0 317 -347  1
30135600	3732500 2677500 12 15 20   9.4 1006 230  6.2 8  6.5  88    0    0 330 -347  1
30139200	3732500 2677500 12 15 21   9.1 1005 230  6.2 7  6.6  90    0    0 333 -349  1
30142800	3732500 2677500 12 15 22   9.1 1005 230  5.6 8  6.7  92    0    0 334 -350  1
30146400	3732500 2677500 12 15 23   9.2 1005 230  6.8 8  6.7  92    0    0 340 -351  1
30150000	3732500 2677500 12 15 24   8.8 1005 230  6.6 8  6.9  95    0    0 336 -351  1
30153600	3732500 2677500 12 16  1   9.2 1005 270  5.6 8  7.1  99    0    0 334 -352  1
30157200	3732500 2677500 12 16  2   8.9 1006 290  7.2 8  7.1  98    0    0 333 -353  1
30160800	3732500 2677500 12 16  3   7.9 1007 310  4.2 7  6.6  95    0    0 325 -355  1
30164400	3732500 2677500 12 16  4   6.6 1009 299  3.8 5  5.9  92    0    0 305 -355  1
30168000	3732500 2677500 12 16  5   6.0 1010 249  3.6 1  5.6  94    0    0 262 -352  1
30171600	3732500 2677500 12 16  6   6.3 1011 260  4.1 3  5.7  97    0    0 247 -350  1
30175200	3732500 2677500 12 16  7   6.3 1012 230  3.3 7  5.9  99    0    0 287 -351  1
30178800	3732500 2677500 12 16  8   6.7 1012 230  3.2 7  5.9  98    0    0 311 -353  1
30182400	3732500 2677500 12 16  9   6.8 1013 240  3.3 8  5.9  96    0    1 320 -353  1
30186000	3732500 2677500 12 16 10   7.0 1014 230  4.1 8  5.9  95    6   40 328 -352  1
30189600	3732500 2677500 12 16 11   7.2 1014 230  4.1 6  5.9  94   27   90 317 -351  1
30193200	3732500 2677500 12 16 12   7.9 1014 230  4.2 6  5.9  91   66  121 306 -351  1
30196800	3732500 2677500 12 16 13   8.9 1014 221  4.9 5  5.9  86  114  128 300 -352  1
30200400	3732500 2677500 12 16 14   9.1 1014 240  5.0 5  5.8  82  101  115 289 -353  1
30204000	3732500 2677500 12 16 15   8.7 1014 221  4.3 4  5.8  81   55   85 276 -352  1
30207600	3732500 2677500 12 16 16   8.4 1014 230  4.2 5  5.8  83   23   42 270 -349  1
30211200	3732500 2677500 12 16 17   7.3 1014 231  4.2 5  5.7  86    1    6 271 -345  1
30214800	3732500 2677500 12 16 18   7.2 1014 231  3.4 5  5.6  89    0    0 267 -341  1
30218400	3732500 2677500 12 16 19   7.1 1014 230  3.3 6  5.6  89    0    0 272 -338  1
30222000	3732500 2677500 12 16 20   6.6 1014 212  3.3 4  5.4  89    0    0 261 -336  1
30225600	3732500 2677500 12 16 21   6.3 1013 203  3.3 4  5.3  88    0    0 234 -333  1
30229200	3732500 2677500 12 16 22   6.1 1013 194  3.2 4  5.0  86    0    0 236 -331  1
30232800	3732500 2677500 12 16 23   6.1 1013 194  3.4 4  4.8  82    0    0 250 -331  1
30236400	3732500 2677500 12 16 24   6.1 1013 200  3.5 4  4.7  79    0    0 257 -331  1
30240000	3732500 2677500 12 17  1   6.2 1001 206  3.6 4  4.5  76    0    0 302 -337  1
30243600	3732500 2677500 12 17  2   6.2 1000 212  3.7 4  4.5  75    0    0 295 -337  1
30247200	3732500 2677500 12 17  3   6.1 1000 213  3.8 4  4.4  74    0    0 285 -338  1
30250800	3732500 2677500 12 17  4   5.8  999 207  3.9 3  4.3  74    0    0 271 -339  1
30254400	3732500 2677500 12 17  5   5.5  998 195  3.9 3  4.3  75    0    0 277 -339  1
30258000	3732500 2677500 12 17  6   5.2  997 190  5.0 3  4.2  76    0    0 282 -339  1
30261600	3732500 2677500 12 17  7   4.7  996 160  3.0 2  4.1  75    0    0 273 -340  1
30265200	3732500 2677500 12 17  8   5.1  995 200  5.6 1  4.1  75    0    0 264 -339  1
30268800	3732500 2677500 12 17  9   5.1  994 199  5.8 0  4.2  75    0    1 253 -339  1
30272400	3732500 2677500 12 17 10   6.2  993 219  5.5 1  4.2  73   24   40 253 -339  1
30276000	3732500 2677500 12 17 11   6.7  993 220  6.8 0  4.5  73   82   67 256 -341  1
30279600	3732500 2677500 12 17 12   7.4  992 210  6.8 0  4.8  75  132   78 255 -344  1
30283200	3732500 2677500 12 17 13   7.6  990 210  8.3 1  4.9  74  147   80 262 -346  1
30286800	3732500 2677500 12 17 14   6.9  989 210  8.5 3  4.8  74  107   80 277 -348  1
30290400	3732500 2677500 12 17 15   7.0  987 200  8.7 6  4.7  74    9   64 300 -349  1
30294000	3732500 2677500 12 17 16   6.8  985 210  8.8 6  4.6  73    0   13 315 -349  1
30297600	3732500 2677500 12 17 17   5.9  984 200  8.9 6  4.7  76    0    2 315 -348  1
30301200	3732500 2677500 12 17 18   5.8  984 200  8.2 6  4.9  82    0    0 315 -348  1
30304800	3732500 2677500 12 17 19   5.7  983 210  7.3 8  5.0  85    0    0 326 -348  1
30308400	3732500 2677500 12 17 20   5.8  983 220  7.1 8  5.2  88    0    0 337 -348  1
30312000	3732500 2677500 12 17 21   6.2  982 220  5.9 8  5.4  91    0    0 339 -347  1
30315600	3732500 2677500 12 17 22   6.4  982 230  6.5 8  5.6  91    0    0 341 -346  1
30319200	3732500 2677500 12 17 23   6.6  982 250  4.6 8  5.6  90    0    0 341 -344  1
30322800	3732500 2677500 12 17 24   6.8  982 250  5.1 7  5.6  89    0    0 333 -342  1
30326400	3732500 2677500 12 18  1   6.8  982 250  6.3 8  5.5  86    0    0 328 -340  1
30330000	3732500 2677500 12 18  2   6.8  983 250  6.0 8  5.4  84    0    0 330 -338  1
30333600	3732500 2677500 12 18  3   6.4  983 240  6.1 8  5.2  84    0    0 326 -334  1
30337200	3732500 2677500 12 18  4   6.5  983 250  6.8 7  5.1  83    0    0 317 -332  1
30340800	3732500 2677500 12 18  5   6.3  982 250  7.1 6  5.0  82    0    0 300 -331  1
30344400	3732500 2677500 12 18  6   6.2  982 250  6.9 7  5.0  82    0    0 296 -330  1
30348000	3732500 2677500 12 18  7   6.3  983 250  6.7 8  5.0  81    0    0 310 -329  1
30351600	3732500 2677500 12 18  8   6.0  983 240  5.9 7  4.9  81    0    0 308 -329  1
30355200	3732500 2677500 12 18  9   5.9  983 230  5.7 7  4.9  82    0    0 297 -331  1
30358800	3732500 2677500 12 18 10   6.1  982 220  6.0 8  5.0  83    5   39 308 -333  1
30362400	3732500 2677500 12 18 11   6.4  981 210  7.1 8  5.1  83    0   51 322 -336  1
30366000	3732500 2677500 12 18 12   6.4  980 220  6.5 8  5.0  81    0   25 325 -338  1
30369600	3732500 2677500 12 18 13   6.4  979 210  6.7 8  4.8  77    0   48 325 -340  1
30373200	3732500 2677500 12 18 14   5.8  976 200  6.2 6  4.7  78    2   71 310 -340  1
30376800	3732500 2677500 12 18 15   6.0  974 200  7.6 8  4.7  79    0   31 313 -341  1
30380400	3732500 2677500 12 18 16   5.3  972 178  6.4 8  4.7  80    2   23 328 -341  1
30384000	3732500 2677500 12 18 17   3.6  970 130  4.8 8  4.7  87    0    1 325 -341  1
30387600	3732500 2677500 12 18 18   3.8  968 135  3.9 8  4.7  92    0    0 322 -341  1
30391200	3732500 2677500 12 18 19   2.5  965  10  4.3 8  4.6  92    0    0 319 -340  1
30394800	3732500 2677500 12 18 20   1.6  966 340  5.0 8  4.3  93    0    0 314 -335  1
30398400	3732500 2677500 12 18 21   1.3  969 330  4.7 8  4.2  95    0    0 310 -330  1
30402000	3732500 2677500 12 18 22   1.6  972 290  5.5 8  4.3  96    0    0 308 -326  1
30405600	3732500 2677500 12 18 23   3.5  974 320  7.6 8  4.6  96    0    0 310 -326  1
30409200	3732500 2677500 12 18 24   3.5  976 320  7.0 8  4.7  92    0    0 310 -326  1
30412800	3732500 2677500 12 19  1   3.7  978 320  6.8 6  4.5  88    0    0 298 -325  1
30416400	3732500 2677500 12 19  2   3.2  981 280  5.8 7  4.4  88    0    0 290 -323  1
30420000	3732500 2677500 12 19  3   3.3  982 300  6.0 8  4.4  89    0    0 297 -321  1
30423600	3732500 2677500 12 19  4   2.9  984 270  5.0 8  4.4  89    0    0 299 -317  1
30427200	3732500 2677500 12 19  5   3.1  986 300  5.2 8  4.3  88    0    0 300 -316  1
30430800	3732500 2677500 12 19  6   1.5  987 270  5.5 8  4.1  90    0    0 297 -316  1
30434400	3732500 2677500 12 19  7   1.3  989 270  6.4 6  4.0  93    0    0 281 -315  1
30438000	3732500 2677500 12 19  8   2.2  990 250  5.9 5  4.1  93    0    0 262 -313  1
30441600	3732500 2677500 12 19  9   1.9  990 250  5.6 4  4.1  91    0    0 253 -313  1
30445200	3732500 2677500 12 19 10   2.3  991 230  5.8 3  4.0  90    0   35 245 -313  1
30448800	3732500 2677500 12 19 11   3.2  992 230  5.9 5  4.1  87   14   76 254 -315  1
30452400	3732500 2677500 12 19 12   3.2  991 220  6.0 5  4.1  85   24  100 265 -316  1
30456000	3732500 2677500 12 19 13   4.0  990 230  6.9 5  4.1  82   60  112 264 -319  1
30459600	3732500 2677500 12 19 14   4.7  989 230  7.5 6  4.2  79    0   66 270 -323  1
30463200	3732500 2677500 12 19 15   5.0  989 240  6.9 7  4.3  79    0   23 282 -325  1
30466800	3732500 2677500 12 19 16   5.4  988 240  6.6 7  4.5  80    0   20 287 -325  1
30470400	3732500 2677500 12 19 17   4.9  988 230  7.1 7  4.5  80    0    2 287 -325  1
30474000	3732500 2677500 12 19 18   4.1  988 250  6.5 6  4.6  85    0    0 281 -325  1
30477600	3732500 2677500 12 19 19   4.4  988 250  6.4 6  4.6  88    0    0 277 -325  1
30481200	3732500 2677500 12 19 20   4.3  987 230  6.2 6  4.6  86    0    0 280 -325  1
30484800	3732500 2677500 12 19 21   4.5  987 230  5.9 6  4.6  87    0    0 284 -325  1
30488400	3732500 2677500 12 19 22   4.2  987 240  4.9 7  4.7  87    0    0 292 -325  1
30492000	3732500 2677500 12 19 23   4.2  986 240  3.7 6  4.6  88    0    0 295 -325  1
30495600	3732500 2677500 12 19 24   4.5  986 260  4.0 6  4.7  88    0    0 291 -325  1
30499200	3732500 2677500 12 20  1   4.3  986 260  3.1 6  4.7  88    0    0 292 -325  1
30502800	3732500 2677500 12 20  2   3.3  985 185  1.7 6  4.6  91    0    0 291 -324  1
30506400	3732500 2677500 12 20  3   2.8  984   0  2.2 8  4.5  94    0    0 299 -324  1
30510000	3732500 2677500 12 20  4   2.7  984   0  0.8 8  4.5  95    0    0 308 -323  1
